_0,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16,_17,_18,_19,_20,_21,_22,_23,_24,_25,_26,_27,_28,_29,_30,_31,_32,_33,_34,_35,_36,_37,_38,_39,_40,_41,_42,_43,_44,_45,_46,_47,_48,_49,_50,_51,_52,_53,_54,_55,_56,_57,_58,_59,_60,_61,_62,_63
6111.322360995204,2537.390982879856,8005.580178850251,265.09243670840556,291.92464781172555,225.22211259110418,115.27792503337314,98.48857801796103,295.4623495472816,395.70190800651943,352.20448605888026,228.9803485017874,274.75807540452746,242.83739415501887,338.0,413.09805131469693,514.3938180032882,555.0288280801277,465.63934541660035,468.0865304620504,583.8021925275718,632.5385363754527,608.185004747733,674.4301298133113,710.7467903550462,864.944506890471,941.6628908478872,1067.787432029428,1002.694868840965,898.1369606023347,649.409731987441,299.4010688023675,2046.0327465610121,326.71088136148757,460.13150294236544,682.3019859270527,783.0108556080177,801.247152881057,842.8261979791563,709.6266624077762,586.2124188380864,526.2594417205263,526.2594417205263,400.6419848193646,448.7282028132397,399.24178138065656,159.02829936838287,81.9084855189009,130.18832512940628,274.5359721420856,250.9063570338544,291.43953060626484,440.8106169320335,499.62485926943225,422.234531984299,422.5115383039853,326.20392394942155,207.1352215341466,245.5381844031596,181.06904760339359,10273.0,39228.397877048206,128.0,65.19202405202648
6111.322360995204,2537.390982879856,8005.580178850251,265.09243670840556,480.02083288124066,426.24406154221083,380.9265020971893,395.0,448.46961992982307,412.9527818044092,361.86323383289437,422.17058163732816,558.6161472782541,664.271781727931,633.8020195613138,612.9861336115198,632.5037549295656,686.4196966870925,742.9596220522351,610.43345255646,545.6610669637334,419.1515239146817,416.7601228524629,168.1071087134628,98.41239759298621,61.20457499239742,142.86357128393507,285.243755409299,330.5465171500072,286.2254356272342,222.0360331117452,170.18813119603846,2046.0327465610121,318.9874605685935,356.6202462003525,371.183243156261,504.441275075702,580.0499978450133,463.49217900629134,208.4346420343797,96.17692030835671,295.7465130817268,369.04877726392755,417.0587488591985,653.7591299553682,714.5830952380556,734.3493718932426,625.6940146749049,440.2828636229214,250.87447060233134,361.7319449537185,498.08131866192286,492.46827308974946,252.46187831036985,153.4438007871286,133.5065541462291,162.48384535085327,288.76461001999536,385.5723019097715,490.7076522737342,10273.0,39514.70085930046,128.0,65.19202405202648
6111.322360995204,2537.390982879856,8005.580178850251,265.09243670840556,942.1188884636589,834.8460936004911,722.8201712736025,673.0601756158211,655.8292460694323,584.5006415736427,409.4984737456295,344.68101195163047,326.67108840544796,325.48425461149424,131.8256424221024,146.7310464761974,222.97085011274456,169.77926846349644,132.4009063413087,204.94145505485218,245.4057864028475,214.31052237349428,430.75979385267607,513.9192543581141,546.8500708603776,543.0009208095323,422.83448298359014,397.8768653742009,358.60284438358826,185.0,205.93688353473743,202.60799589354806,2046.0327465610121,125.13193037750197,182.09887424144063,238.4806071780261,467.29861972832754,587.6163714533488,534.4005988020597,595.3696330851952,664.0783086353597,651.0453133231204,645.0775147220681,689.3141518930247,695.0798515278659,707.2432396283474,704.0298289135199,736.6444189702383,764.7542088802127,716.0342170594922,601.0898435342258,632.1676992697429,665.0902194439487,688.2165356920741,601.92358318976,523.2332175999533,626.8173577685927,890.5694807256758,967.9178684165304,938.394906209534,11297.0,39370.97733102393,128.0,65.19202405202648
6111.322360995204,2537.390982879856,8005.580178850251,265.09243670840556,1213.4158396856371,1058.1138880101707,886.2347318854075,865.6465791534094,776.5487750296178,678.702438480959,599.3629951873905,512.8908265898309,512.8908265898309,400.40979009010255,306.3494736408078,178.92177061498134,237.92435772740885,410.2011701592281,614.6299699819397,791.5232150733168,950.8443616070929,1043.8860091025265,1035.170517354508,958.3804046410798,821.7359673277057,745.7459352889562,517.9739375682913,367.14166203251847,274.8108440364026,229.68674319603213,228.0811259179505,176.81628884240277,2046.0327465610121,107.51744044572489,112.43220179290275,112.43220179290275,266.8520189168521,367.82196780507826,437.0377558060631,403.26790102858416,465.01827921061334,480.0,538.5331930345612,627.2933922814747,666.2169316371356,684.1118329630033,691.0542670442026,662.5896165802782,598.0175582706582,532.0845797427322,392.5519073956972,216.61486560252507,79.47955712005447,294.7303852676205,568.4171003761235,836.3306762280098,1058.9357865328757,1247.4558108406086,1326.0015082947682,1537.0393618902542,10273.0,36992.0,128.0,65.19202405202648
6111.322360995204,2537.390982879856,8005.580178850251,265.09243670840556,156.26259949200895,191.23022773609824,188.32153355365392,205.49695861496346,283.5718603811034,366.1543390429779,350.03571246374275,538.8404216463349,342.09355445550267,297.84559758371455,340.92961150360645,336.18149859859926,383.09920386239384,319.7655391063896,271.2876701953113,289.8844597421531,289.8844597421531,468.0277769534624,464.5696933722647,467.59063292585324,689.7318319463006,824.7284401546973,974.1688765301426,1001.1912904135752,924.5090589064014,836.4329022701104,639.0813719707375,243.79704674175198,2046.0327465610121,270.1499583564654,389.9551256234492,604.6503121639813,764.0065444745876,807.3815702627847,842.9952550281644,794.2474425517529,735.6317013288648,608.4767867388205,486.1285838129661,380.2578072834271,398.8746670321393,344.70277051396033,297.1952220342716,241.44771690782252,293.8043566729397,325.8297101247828,289.20926679482454,338.6163020293028,357.8407467016578,393.1539138810652,275.08907648250954,274.14229881577927,238.8995604851545,191.81762171396036,223.51733713517618,175.0114281982751,10273.0,39370.97733102393,128.0,65.19202405202648
6111.322360995204,2537.390982879856,8005.580178850251,265.09243670840556,120.20815280171307,138.63621460498698,333.2641594891356,495.01616135233405,595.4242185198718,673.1493147883314,588.1921454762889,676.8825599762488,638.1535865291365,724.2796421272657,652.9226600448172,667.4346409949068,636.8045225970054,728.0858465867882,753.4374559311476,580.1180914262198,438.09702121790326,362.97245074523215,222.71955459725578,188.90473789717402,189.2643653728826,407.304554357056,449.58870092563495,562.4091037669999,607.420776727303,586.809168299201,495.9616920690548,386.8087382673768,2046.0327465610121,537.5872022286245,612.222181891509,437.7761985307104,534.3032846614365,742.9703897195365,619.5046408220038,327.1819065902025,207.50903594783532,486.4576034969543,646.5616753257186,620.0725763973118,818.731946365842,891.566037935497,993.4042480279617,895.2016532603143,669.9492518094187,364.0054944640259,545.8690319115017,649.1301872506007,652.0276067775045,369.42387578498494,261.28337107439506,177.40913167027227,202.95073293782409,288.0277764383151,469.06822531482555,639.0696362682238,9249.0,39514.70085930046,128.0,65.19202405202648
6111.322360995204,2537.390982879856,8005.580178850251,265.09243670840556,861.3344298238635,850.9177398550344,798.0025062617286,751.5883181636075,710.8621526006291,651.5681084890512,449.3072445443095,326.024538953742,351.17659375305755,290.90376415577714,155.42522317822161,180.24705268048075,184.49119220168748,167.91962362987834,143.89232085139218,231.94827009486406,226.8744145997957,290.6217472936256,419.9523782525824,477.4620403759863,543.9944852661652,496.7172233776477,418.7433581562817,442.6341604530766,379.3573513193069,276.2263564542674,260.89461473936177,163.783393541592,2046.0327465610121,114.07015385279358,283.80451018262556,377.04111181673545,610.6594795792497,760.0105262428935,700.2770880158797,690.7300485717991,812.6019935983421,745.0812036281683,710.8790333101687,670.4580523791179,643.883529840607,618.7535858481953,634.8015437914436,672.774850897386,682.1436798798329,633.3924533809981,538.3353973128648,546.5720446565119,580.2154772151464,687.0342058442213,599.7149322803293,571.5452737972731,649.8569073265284,841.8420279363582,922.2082194385388,973.4361817808089,10273.0,39370.97733102393,128.0,65.19202405202648
6111.322360995204,2537.390982879856,8005.580178850251,265.09243670840556,1153.5271995059327,1099.8709015152642,1014.8522059886357,1005.1631708334722,920.1440104679267,811.4363807471292,688.958634462186,584.5083404024275,478.2823433914324,367.86546453832824,199.0628041598932,101.82828683622247,230.08042072284206,421.28493920386,580.1275721770169,760.1289364311821,864.4125172624468,976.7179736239116,971.0679687848836,946.1606628897651,827.8000966416952,685.0941541131409,517.3664078774345,383.3562312001723,260.37665025881256,222.4230203913255,226.38462845343543,156.92354826475216,2046.0327465610121,77.02596964660685,11.313708498984761,110.72488428533129,279.43156586184034,386.3586416789458,491.9268238264712,518.6520991955977,604.3153150467064,628.589691293136,672.4053836786259,736.4136066097639,750.483177692878,741.7344538310191,701.1205317204739,673.0898899849855,627.8192415018832,541.1922024567612,424.6469121517311,253.6631624812716,75.4254598925323,236.78260071213,511.0352238349133,792.3692321134131,1060.321649312132,1256.6308129279657,1371.5545924242317,1497.5446570970764,10273.0,36872.22130547602,128.0,65.19202405202648
6111.322360995204,2537.390982879856,8005.580178850251,265.09243670840556,480.72965375562177,315.2792413083995,189.40168953839878,93.6055553906925,306.88760157425713,496.2710952695109,586.9258896998837,668.8512540169152,626.7902360439257,532.4096167425979,427.010538511639,348.0804504708645,316.55173352866035,255.7049080483204,234.53997527074142,265.5484889808263,375.26124233658874,445.7488081868532,465.0086020709725,566.2764342615716,772.6784583512084,970.1881260868946,1057.8714477666936,1049.895232868499,850.658568404504,819.1275846899554,672.402409275874,311.6231698702778,2046.0327465610121,261.19724347703215,346.71746422699846,551.8858577640851,790.2993103881591,1002.2200357206993,1121.8885862687077,958.0172232272237,943.7160589923221,952.8273715631808,866.5333230753448,729.9486283294187,664.5675285477014,599.4705997795054,453.4754679141971,316.9369022376536,174.48495637160244,93.49331526906083,113.99122773266372,256.382526705702,383.21273465269917,357.00140055747676,328.90728176797785,333.5940646954019,279.8356660613511,173.5655495770978,191.7706964058899,39.0,10273.0,39228.397877048206,128.0,65.19202405202648
6111.322360995204,2537.390982879856,8005.580178850251,265.09243670840556,395.9797974644666,390.7134499860479,458.2073766320224,536.3170703977265,589.6185207403173,637.0996782293961,572.4508712544684,574.8756387254551,637.9106520508966,775.6216861331302,735.8620794687005,631.5069279113254,777.8637412812093,836.3761115670391,1032.5366821571038,846.3007739568717,701.8618097602974,671.085687524328,585.0888821367229,417.76668129471506,325.2076259868455,333.53860346292754,316.76489704511135,496.2348234455135,556.2912906023247,452.98233961160116,461.8062364238924,426.01877892881674,2046.0327465610121,547.9498152203356,604.3715744473758,593.6067721985657,698.9620876699965,784.2684489382447,698.6164899284871,507.41009055792335,190.89525923919638,253.7971631047124,371.42563185649965,539.0825539748063,810.2302141984092,947.8111626268177,986.1059780774073,988.8442748987325,824.8448338930178,631.1339002145265,705.45658973462,757.0165123694463,786.6365107214385,525.7385281677575,438.70947106257006,347.40466318113806,333.7663853655727,361.80934205738794,397.80020110603266,407.0343965809278,9249.0,39659.55602373784,128.0,65.19202405202648
